question,choices,pct_voters,Trump,Biden,state,q_id,abbrev,votes,lat,lon
Which best describes your level of education?,College graduate,0.23,46,52,arizona,3,AZ,11,34.2744,-111.6602
Which best describes your level of education?,Postgraduate study,0.13,45,54,arizona,3,AZ,11,34.2744,-111.6602
"What is your present religion, if any?",Protestant,0.21,64,35,arizona,4,AZ,11,34.2744,-111.6602
"What is your present religion, if any?",Catholic,0.22,49,51,arizona,4,AZ,11,34.2744,-111.6602
"What is your present religion, if any?",Mormon,0.04,80,18,arizona,4,AZ,11,34.2744,-111.6602
"What is your present religion, if any?",Other Christian,0.17,66,33,arizona,4,AZ,11,34.2744,-111.6602
"What is your present religion, if any?",Jewish,0.03,30,68,arizona,4,AZ,11,34.2744,-111.6602
"What is your present religion, if any?",Muslim,0.01,,,arizona,4,AZ,11,34.2744,-111.6602
"What is your present religion, if any?",Something else,0.07,38,58,arizona,4,AZ,11,34.2744,-111.6602
"What is your present religion, if any?",None,0.26,27,71,arizona,4,AZ,11,34.2744,-111.6602
What was your total household income in 2019?,"Under $25,000",0.13,48,50,arizona,6,AZ,11,34.2744,-111.6602
What was your total household income in 2019?,"$25,000-$49,999",0.25,46,52,arizona,6,AZ,11,34.2744,-111.6602
What was your total household income in 2019?,"$50,000-$74,999",0.21,45,54,arizona,6,AZ,11,34.2744,-111.6602
What was your total household income in 2019?,"$75,000-$99,999",0.17,52,47,arizona,6,AZ,11,34.2744,-111.6602
What was your total household income in 2019?,"$100,000 or more",0.24,53,44,arizona,6,AZ,11,34.2744,-111.6602
When did you vote?,Election Day,0.15,66,33,arizona,7,AZ,11,34.2744,-111.6602
When did you vote?,Early or absentee,0.85,46,52,arizona,7,AZ,11,34.2744,-111.6602
Do you have a close friend or family member who has died from the coronavirus?,Yes,0.17,44,54,arizona,8,AZ,11,34.2744,-111.6602
Do you have a close friend or family member who has died from the coronavirus?,No,0.83,50,48,arizona,8,AZ,11,34.2744,-111.6602
Do you think the condition of the nation’s economy is:,Excellent or good,0.47,81,17,arizona,9,AZ,11,34.2744,-111.6602
Do you think the condition of the nation’s economy is:,Not so good or poor,0.53,20,78,arizona,9,AZ,11,34.2744,-111.6602
Do you think the coronavirus in the United States is:,At least somewhat under control,0.54,81,17,arizona,10,AZ,11,34.2744,-111.6602
Do you think the coronavirus in the United States is:,Not at all under control,0.46,11,88,arizona,10,AZ,11,34.2744,-111.6602
How serious a problem is racism in U.S. society?,Very or somewhat serious,0.73,34,65,arizona,11,AZ,11,34.2744,-111.6602
How serious a problem is racism in U.S. society?,Not too or not at all serious,0.26,91,6,arizona,11,AZ,11,34.2744,-111.6602
How serious a problem is racism in policing?,Very or somewhat serious,0.68,31,68,arizona,12,AZ,11,34.2744,-111.6602
How serious a problem is racism in policing?,Not too or not at all serious,0.29,91,6,arizona,12,AZ,11,34.2744,-111.6602
"Thinking about the criminal justice system in the United States, would you say it:",Needs a complete overhaul or major changes,0.63,36,62,arizona,13,AZ,11,34.2744,-111.6602
"Thinking about the criminal justice system in the United States, would you say it:",Needs minor changes or no changes,0.36,77,22,arizona,13,AZ,11,34.2744,-111.6602
"In general, how concerned are you about the effects of climate change?",Very or somewhat concerned,0.68,28,72,arizona,14,AZ,11,34.2744,-111.6602
"In general, how concerned are you about the effects of climate change?",Not too or not at all concerned,0.32,90,8,arizona,14,AZ,11,34.2744,-111.6602
Should gun laws in the U.S. be made:,More strict,0.5,16,84,arizona,15,AZ,11,34.2744,-111.6602
Should gun laws in the U.S. be made:,Less strict,0.12,,,arizona,15,AZ,11,34.2744,-111.6602
Should gun laws in the U.S. be made:,Kept as they are,0.37,76,21,arizona,15,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,18-29 men,0.07,42,54,arizona,16,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,18-29 women,0.07,33,64,arizona,16,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,30-44 men,0.11,47,50,arizona,16,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,30-44 women,0.11,43,55,arizona,16,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,45-64 men,0.17,55,43,arizona,16,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,45-64 women,0.17,51,48,arizona,16,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,65+ men,0.14,57,43,arizona,16,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,65+ women,0.16,50,50,arizona,16,AZ,11,34.2744,-111.6602
How old are you? And what is your gender?,All others,0,,,arizona,16,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage?,White,0.71,53,45,arizona,17,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage?,African-American or Black,0.04,,,arizona,17,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage?,Latino or Hispanic,0.18,40,59,arizona,17,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage?,Other,0.08,49,49,arizona,17,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage?,White,0.71,53,45,arizona,18,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage?,Nonwhite,0.29,40,59,arizona,18,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And what is your gender?,White men,0.34,56,42,arizona,19,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And what is your gender?,White women,0.37,50,49,arizona,19,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.14,42,56,arizona,19,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.15,38,61,arizona,19,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And what is your gender?,All others,0,,,arizona,19,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And how old are you?,White 18-44,0.22,47,50,arizona,20,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And how old are you?,White 45+,0.49,55,44,arizona,20,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.14,33,65,arizona,20,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.15,45,54,arizona,20,AZ,11,34.2744,-111.6602
Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.19,75,22,arizona,5,AZ,11,34.2744,-111.6602
Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.81,46,53,arizona,5,AZ,11,34.2744,-111.6602
"How often, if at all, do you attend religious services?",At least monthly,0.35,63,35,arizona,21,AZ,11,34.2744,-111.6602
"How often, if at all, do you attend religious services?",Less often,0.65,45,54,arizona,21,AZ,11,34.2744,-111.6602
Marital Status,Married,0.58,55,43,arizona,22,AZ,11,34.2744,-111.6602
Marital Status,Not married,0.42,45,53,arizona,22,AZ,11,34.2744,-111.6602
Are you married? What is your gender?,Married men,0.31,60,38,arizona,23,AZ,11,34.2744,-111.6602
Are you married? What is your gender?,Married women,0.27,49,49,arizona,23,AZ,11,34.2744,-111.6602
Are you married? What is your gender?,Not married men,0.17,51,48,arizona,23,AZ,11,34.2744,-111.6602
Are you married? What is your gender?,Not married women,0.25,42,57,arizona,23,AZ,11,34.2744,-111.6602
What is your gender and level of education?,Noncollege graduate men,0.28,53,44,arizona,24,AZ,11,34.2744,-111.6602
What is your gender and level of education?,College graduate men,0.2,50,48,arizona,24,AZ,11,34.2744,-111.6602
What is your gender and level of education?,Noncollege graduate women,0.36,49,50,arizona,24,AZ,11,34.2744,-111.6602
What is your gender and level of education?,College graduate women,0.16,41,58,arizona,24,AZ,11,34.2744,-111.6602
What is your gender and level of education?,All others,0,,,arizona,24,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage and level of education?,White noncollege,0.43,56,42,arizona,25,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage and level of education?,White college,0.28,48,50,arizona,25,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.22,40,58,arizona,25,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage and level of education?,Nonwhite college,0.07,37,62,arizona,25,AZ,11,34.2744,-111.6602
What is your age and education level?,Noncollege 18-44,0.25,41,56,arizona,26,AZ,11,34.2744,-111.6602
What is your age and education level?,College 18-44,0.11,43,54,arizona,26,AZ,11,34.2744,-111.6602
What is your age and education level?,College 45+,0.4,57,42,arizona,26,AZ,11,34.2744,-111.6602
What is your age and education level?,Noncollege 45+,0.24,47,52,arizona,26,AZ,11,34.2744,-111.6602
Which of the following best describes the area where you live?,Urban,0.26,40,59,arizona,27,AZ,11,34.2744,-111.6602
Which of the following best describes the area where you live?,Suburban,0.5,51,48,arizona,27,AZ,11,34.2744,-111.6602
Which of the following best describes the area where you live?,Small town or rural,0.23,56,42,arizona,27,AZ,11,34.2744,-111.6602
What is your gender? And the size of the place where you live?,Urban men,0.13,46,52,arizona,28,AZ,11,34.2744,-111.6602
What is your gender? And the size of the place where you live?,Suburban men,0.24,52,46,arizona,28,AZ,11,34.2744,-111.6602
What is your gender? And the size of the place where you live?,Small town/Rural men,0.11,59,39,arizona,28,AZ,11,34.2744,-111.6602
What is your gender? And the size of the place where you live?,Urban women,0.13,34,64,arizona,28,AZ,11,34.2744,-111.6602
What is your gender? And the size of the place where you live?,Suburban women,0.27,50,50,arizona,28,AZ,11,34.2744,-111.6602
What is your gender? And the size of the place where you live?,Small town or rural women,0.12,54,46,arizona,28,AZ,11,34.2744,-111.6602
What is your gender? And the size of the place where you live?,All others,0,,,arizona,28,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And the size of the place where you live?,White urban,0.18,43,55,arizona,29,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And the size of the place where you live?,White suburban,0.38,53,45,arizona,29,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And the size of the place where you live?,White small town or rural,0.16,63,36,arizona,29,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite urban,0.09,33,67,arizona,29,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite suburban,0.13,42,56,arizona,29,AZ,11,34.2744,-111.6602
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.08,42,56,arizona,29,AZ,11,34.2744,-111.6602
What describes the area where you live? And what is your level of education?,Urban college,0.1,41,58,arizona,30,AZ,11,34.2744,-111.6602
What describes the area where you live? And what is your level of education?,Suburban college,0.2,45,53,arizona,30,AZ,11,34.2744,-111.6602
What describes the area where you live? And what is your level of education?,Small town or rural college,0.06,54,46,arizona,30,AZ,11,34.2744,-111.6602
What describes the area where you live? And what is your level of education?,Urban noncollege,0.17,39,59,arizona,30,AZ,11,34.2744,-111.6602
What describes the area where you live? And what is your level of education?,Suburban noncollege,0.3,54,45,arizona,30,AZ,11,34.2744,-111.6602
What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.17,57,41,arizona,30,AZ,11,34.2744,-111.6602
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.45,60,39,arizona,31,AZ,11,34.2744,-111.6602
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No gun in household,0.55,35,63,arizona,31,AZ,11,34.2744,-111.6602
"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.33,53,47,arizona,32,AZ,11,34.2744,-111.6602
"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.67,45,54,arizona,32,AZ,11,34.2744,-111.6602
Which best describes your family's financial situation? Are you...,Getting ahead,0.13,77,23,arizona,33,AZ,11,34.2744,-111.6602
Which best describes your family's financial situation? Are you...,Holding steady,0.7,47,50,arizona,33,AZ,11,34.2744,-111.6602
Which best describes your family's financial situation? Are you...,Falling behind,0.17,33,64,arizona,33,AZ,11,34.2744,-111.6602
How serious a problem is racism in U.S. society?,Very serious,0.44,17,81,arizona,11,AZ,11,34.2744,-111.6602
How serious a problem is racism in U.S. society?,Less serious,0.56,74,25,arizona,11,AZ,11,34.2744,-111.6602
How serious a problem is racism in policing?,Very serious,0.41,16,83,arizona,12,AZ,11,34.2744,-111.6602
How serious a problem is racism in policing?,Less serious,0.57,72,25,arizona,12,AZ,11,34.2744,-111.6602
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.3,17,82,arizona,34,AZ,11,34.2744,-111.6602
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.23,80,19,arizona,34,AZ,11,34.2744,-111.6602
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.44,61,37,arizona,34,AZ,11,34.2744,-111.6602
Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.28,89,9,arizona,35,AZ,11,34.2744,-111.6602
Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.72,33,65,arizona,35,AZ,11,34.2744,-111.6602
"Do you describe yourself as a man, a woman, or in some other way?",Men,0.47,66,33,arkansas,1,AR,6,34.8938,-92.4426
"Do you describe yourself as a man, a woman, or in some other way?",Women,0.53,60,36,arkansas,1,AR,6,34.8938,-92.4426
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0.01,,,arkansas,1,AR,6,34.8938,-92.4426
What is your age?,18-29,0.15,,,arkansas,2,AR,6,34.8938,-92.4426
What is your age?,30-44,0.19,55,43,arkansas,2,AR,6,34.8938,-92.4426
