q_id,question,choices,pct_voters,Trump,Biden,state
98,"What is your race, age and gender?",White 45+ men,0.25,79,19,alabama
98,"What is your race, age and gender?",White 45+ women,0.27,80,20,alabama
98,"What is your race, age and gender?",Nonwhite 18-44 men,0.04,,,alabama
98,"What is your race, age and gender?",Nonwhite 18-44 women,0.06,10,88,alabama
98,"What is your race, age and gender?",Nonwhite 45+ men,0.06,,,alabama
98,"What is your race, age and gender?",Non-hite 45+ women,0.09,10,90,alabama
98,"What is your race, age and gender?",All others,0.01,,,alabama
98,"What is your race, age and gender?",Mexican,0,,,alabama
98,"What is your race, age and gender?",Puerto Rican,0,,,alabama
98,"What is your race, age and gender?",Cuban,0,,,alabama
98,"What is your race, age and gender?",Dominican,0,,,alabama
98,"What is your race, age and gender?",Salvadoran,0,,,alabama
98,"What is your race, age and gender?",Other Central American,0,,,alabama
98,"What is your race, age and gender?",South American,0,,,alabama
98,"What is your race, age and gender?",Spanish,0,,,alabama
98,"What is your race, age and gender?",Other country,0,,,alabama
99,Which of the following best describes you and your family’s heritage?,Not Hispanic,0.99,62,36,alabama
99,Which of the following best describes you and your family’s heritage?,Mexican,0,,,alabama
99,Which of the following best describes you and your family’s heritage?,Puerto Rican,0,,,alabama
99,Which of the following best describes you and your family’s heritage?,Cuban,0,,,alabama
99,Which of the following best describes you and your family’s heritage?,Central American,0,,,alabama
99,Which of the following best describes you and your family’s heritage?,South American,0,,,alabama
99,Which of the following best describes you and your family’s heritage?,Other,0,,,alabama
100,Which of the following best describes you and your family’s heritage?,Not Hispanic,0.99,62,36,alabama
101,"What is your present religion, if any?",Protestant/Other Christian,0.67,71,28,alabama
101,"What is your present religion, if any?",Catholic,0.07,59,40,alabama
101,"What is your present religion, if any?",Other,0.13,43,56,alabama
101,"What is your present religion, if any?",Unaffiliated,0.13,38,60,alabama
102,"What is your present religion, if any?",White Protestant/Other Christian,0.53,85,13,alabama
102,"What is your present religion, if any?",White Catholic,0.06,68,31,alabama
102,"What is your present religion, if any?",White other,0.07,70,29,alabama
102,"What is your present religion, if any?",White no religion,0.09,48,51,alabama
102,"What is your present religion, if any?",Nonwhites,0.26,15,83,alabama
103,Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.53,88,12,alabama
103,Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.47,46,52,alabama
104,"How often, if at all, do you attend religious services?",Never,0.16,,,alabama
104,"How often, if at all, do you attend religious services?",A few times a year or less,0.34,59,40,alabama
104,"How often, if at all, do you attend religious services?",About once a month,0.05,,,alabama
104,"How often, if at all, do you attend religious services?",A few times a month,0.13,,,alabama
104,"How often, if at all, do you attend religious services?",Once a week or more,0.33,64,35,alabama
105,"How often, if at all, do you attend religious services?",At least monthly,0.5,62,37,alabama
105,"How often, if at all, do you attend religious services?",Less often,0.5,58,41,alabama
106,Are you:,Married,0.52,68,31,alabama
106,Are you:,Not married,0.48,52,48,alabama
107,Are you married? What is your gender?,Married men,0.32,70,28,alabama
107,Are you married? What is your gender?,Married women,0.21,66,34,alabama
107,Are you married? What is your gender?,Not married men,0.15,,,alabama
107,Are you married? What is your gender?,Not married women,0.32,51,48,alabama
108,Which best describes your level of education?,No college degree,0.69,65,34,alabama
108,Which best describes your level of education?,College degree,0.31,56,41,alabama
109,What is your gender and level of education?,Noncollege graduate men,0.3,69,30,alabama
109,What is your gender and level of education?,College graduate men,0.16,62,35,alabama
109,What is your gender and level of education?,Noncollege graduate women,0.38,62,37,alabama
109,What is your gender and level of education?,College graduate women,0.15,50,48,alabama
109,What is your gender and level of education?,All others,0.01,,,alabama
110,What is your level of education and racial or ethnic heritage?,White noncollege,0.5,84,15,alabama
110,What is your level of education and racial or ethnic heritage?,White college,0.25,66,31,alabama
110,What is your level of education and racial or ethnic heritage?,Black noncollege,0.17,9,90,alabama
110,What is your level of education and racial or ethnic heritage?,Black college,0.05,4,94,alabama
110,What is your level of education and racial or ethnic heritage?,Latino noncollege,0.01,,,alabama
110,What is your level of education and racial or ethnic heritage?,Latino college,0,,,alabama
110,What is your level of education and racial or ethnic heritage?,All others,0.02,68,27,alabama
111,What is your racial or ethnic heritage and level of education?,White noncollege,0.5,84,15,alabama
111,What is your racial or ethnic heritage and level of education?,White college,0.25,66,31,alabama
111,What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.19,15,83,alabama
111,What is your racial or ethnic heritage and level of education?,Nonwhite college,0.06,14,83,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",White noncollege men,0.22,85,15,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",White noncollege women,0.27,84,15,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",White college men,0.14,68,29,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",White college women,0.11,64,34,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",Nonwhite noncollege men,0.08,,,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",Nonwhite noncollege women,0.11,10,89,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",Nonwhite college men,0.02,,,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",Nonwhite college women,0.04,10,89,alabama
112,"What is your racial or ethnic heritage, level of education and gender?",All others,0.01,,,alabama
113,What is your age and education level?,Noncollege 18-44,0.25,55,43,alabama
113,What is your age and education level?,College 18-44,0.09,56,40,alabama
113,What is your age and education level?,College 45+,0.44,70,30,alabama
113,What is your age and education level?,Noncollege 45+,0.22,56,42,alabama
114,What was your total household income in 2019?,"Under $50,000",0.48,58,41,alabama
114,What was your total household income in 2019?,"$50,000-$99,999",0.32,67,32,alabama
114,What was your total household income in 2019?,"$100,000 or more",0.19,66,32,alabama
115,What was your total household income in 2019?,"Under $50,000",0.48,58,41,alabama
115,What was your total household income in 2019?,"$50,000 or more",0.52,66,32,alabama
116,Which of the following best describes the area where you live?,Urban,0.13,40,59,alabama
116,Which of the following best describes the area where you live?,Suburban,0.32,55,42,alabama
116,Which of the following best describes the area where you live?,Small town or rural,0.56,71,28,alabama
117,What is your gender? And the size of the place where you live?,Urban men,0.07,51,48,alabama
117,What is your gender? And the size of the place where you live?,Suburban men,0.15,58,39,alabama
117,What is your gender? And the size of the place where you live?,Small town/Rural men,0.24,76,23,alabama
117,What is your gender? And the size of the place where you live?,Urban women,0.06,29,70,alabama
117,What is your gender? And the size of the place where you live?,Suburban women,0.16,53,46,alabama
117,What is your gender? And the size of the place where you live?,Small town or rural women,0.31,68,31,alabama
117,What is your gender? And the size of the place where you live?,All others,0.01,,,alabama
118,What is your racial or ethnic heritage? And the size of the place where you live?,White urban,0.07,65,33,alabama
118,What is your racial or ethnic heritage? And the size of the place where you live?,White suburban,0.24,70,27,alabama
118,What is your racial or ethnic heritage? And the size of the place where you live?,White small town or rural,0.44,84,15,alabama
118,What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite urban,0.06,13,87,alabama
118,What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite suburban,0.08,8,90,alabama
118,What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.12,21,77,alabama
119,What describes the area where you live? And what is your level of education?,Urban college,0.05,40,59,alabama
119,What describes the area where you live? And what is your level of education?,Suburban college,0.14,49,46,alabama
119,What describes the area where you live? And what is your level of education?,Small town or rural college,0.12,70,28,alabama
119,What describes the area where you live? And what is your level of education?,Urban noncollege,0.08,40,58,alabama
119,What describes the area where you live? And what is your level of education?,Suburban noncollege,0.17,60,39,alabama
119,What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.43,71,28,alabama
120,"Do you consider yourself to be a liberal, moderate, or conservative?",Liberal,0.2,13,86,alabama
120,"Do you consider yourself to be a liberal, moderate, or conservative?",Moderate,0.28,42,55,alabama
120,"Do you consider yourself to be a liberal, moderate, or conservative?",Conservative,0.51,92,7,alabama
121,Which one of the following statements best describes you?,Voted in 2018 midterm election,0.76,62,36,alabama
121,Which one of the following statements best describes you?,Did not vote in 2018 midterm election,0.24,62,36,alabama
122,"In the 2018 election for United States House of Representatives, did you vote for the Democratic candidate, the Republican candidate, or someone else?",Democratic candidate for Congress,0.27,3,95,alabama
122,"In the 2018 election for United States House of Representatives, did you vote for the Democratic candidate, the Republican candidate, or someone else?",Republican candidate for Congress,0.48,95,3,alabama
122,"In the 2018 election for United States House of Representatives, did you vote for the Democratic candidate, the Republican candidate, or someone else?",Someone else,0.01,,,alabama
122,"In the 2018 election for United States House of Representatives, did you vote for the Democratic candidate, the Republican candidate, or someone else?",Did not vote,0.24,62,36,alabama
123,Which one of the following statements best describes you?,Voted in 2016 presidential election,0.84,63,36,alabama
123,Which one of the following statements best describes you?,Did not vote in 2016 presidential election,0.16,57,41,alabama
124,"What is your political party? (Leaners included.) Do you consider yourself to be a liberal, moderate, or conservative?",Liberal Democrat,0.17,1,98,alabama
